ISIN;Country;Year;PRETAX_INCOME;MARKET_VALUE;BOOK_VALUE_EQUITY;ASSETS;CASH_TAX_PAID;INCOME_TAX;NET_INCOME;ROA;TAX_RATE;m1;m2;m3;m4;m5;m6;m7;m8
KR7012330007;KR;2016;260400;20700.47;2359209;3453519;843.05;91700;303778500;764;35.21483123;;;;;;;;
KR7005380001;KR;2020;168625;45999.84;6396081;19271306;760.51;14298;142443600;71;8.479327295;2019;2018;2017;2016;2015;2014;2013;2012
KR7005380001;KR;2016;480839;32475.07;5562978;14806749;1784.88;136824;540643500;314;28.45527901;;;;;;;;
KR7005930003;KR;2018;5557379;235594.46;21515414;30413805;11312.35;1527926;4389087700;1369;27.4936438;;;;;;;;
KR7035420009;KR;2018;108744;15983.45;469643;885570;33.70;44411;64382691;719;40.84058038;;;;;;;;
KR7035720002;KR;2018;11873;7306.77;460374;713348;128.40;10430;4788555;67;87.84045619;;;;;;;;
KR7036570000;KR;2018;57914;8609.40;212199;263603;255.17;19616;41818542;1293;33.87185934;;;;;;;;
KR7005930003;KR;2019;2574141;327753.86;22042931;30486792;11337.06;745450;2150505400;622;28.95918479;;;;;;;;
KR7035420009;KR;2019;117720;23456.28;501987;1063559;409.95;40350;93430691;842;34.2758919;;;;;;;;
KR7035720002;KR;2019;-18392;10896.00;451845;755524;94.84;9232;-30100285;-361;#N/B;;;;;;;;
KR7036570000;KR;2019;42936;9640.39;216107;289366;111.81;11748;35817405;1139;27.36047411;;;;;;;;
KR7005930003;KR;2017;4970850;324212.26;19355790;28186640;6038.95;1239194;4134456900;1466;24.92922668;;;;;;;;
KR7035420009;KR;2017;107019;23868.40;444850;749078;366.98;37432;77543364;1078;34.97716456;;;;;;;;
KR7035720002;KR;2017;13560;8702.50;376362;593100;2.34;2495;10859669;184;18.39807213;;;;;;;;
KR7036570000;KR;2017;53979;8882.88;254191;329416;55.58;14701;44096702;1498;27.23501142;;;;;;;;
KR7035720002;KR;2020;34374;30840.19;579851;1100430;65.64;20418;15562376;150;59.39945553;2019;2018;2017;2016;2015;2014;2013;2012
KR7035720002;KR;2016;9540;4310.32;284195;454058;46.85;3003;5767384;133;31.47874891;;;;;;;;
KR7105560007;KR;2020;410928;15566.72;3760341;56442339;#N/B;107162;344558850;61;26.07809854;2019;2018;2017;2016;2015;2014;2013;2012
KR7105560007;KR;2016;202365;14113.77;2566488;31199145;#N/B;37793;214374400;61;18.67585932;;;;;;;;
KR7000270009;KR;2020;150858;23030.57;2751696;5568484;239.55;29984;148758500;257;19.87534544;2019;2018;2017;2016;2015;2014;2013;2012
KR7000270009;KR;2016;296679;13029.10;2200648;4213384;649.77;59248;275464000;569;19.97057554;;;;;;;;
KR7105560007;KR;2018;390864;16484.26;3199849;43121210;#N/B;112637;306119100;67;28.81731439;;;;;;;;
KR7105560007;KR;2019;387377;16054.37;3297567;44986789;#N/B;104682;330531550;66;27.02329921;;;;;;;;
KR7105560007;KR;2017;366067;23631.76;3179551;40923541;#N/B;70319;331143800;81;19.20931736;;;;;;;;
KR7035420009;KR;2020;128657;39705.21;678194;1566256;485.82;41744;114488865;781;32.44619886;2019;2018;2017;2016;2015;2014;2013;2012
KR7035420009;KR;2016;97551;18484.64;297628;527458;292.03;31104;76114006;1415;31.88486299;;;;;;;;
KR7036570000;KR;2020;68026;17661.35;289200;375698;147.13;18361;58740276;1582;26.99177664;2019;2018;2017;2016;2015;2014;2013;2012
KR7036570000;KR;2016;29829;4352.55;156115;195463;117.08;6438;27226878;1189;21.58249538;;;;;;;;
KR7005490008;KR;2020;160336;19033.61;4062595;7280398;551.65;20081;159545938;202;12.52432581;2019;2018;2017;2016;2015;2014;2013;2012
KR7005490008;KR;2016;131145;17055.30;3425775;6603990;518.88;33157;133008447;166;25.28276125;;;;;;;;
KR7005490008;KR;2018;323740;17422.72;3869141;7012750;1035.72;151815;167289144;213;46.89420782;;;;;;;;
KR7005490008;KR;2019;238345;16384.06;3828310;6836324;1297.39;91807;182841652;232;38.51867104;;;;;;;;
KR7005490008;KR;2017;369717;24846.92;3991963;7381716;713.30;106697;275705695;347;28.85912642;;;;;;;;
KR7028260008;KR;2020;110479;20952.42;2779893;5001541;233.29;25808;103549476;207;23.35997443;2019;2018;2017;2016;2015;2014;2013;2012
KR7028260008;KR;2016;14021;17137.76;1515283;3680950;219.24;5942;10735695;25;42.3796808;;;;;;;;
KR7005930003;KR;2020;3037457;506495.61;24640552;34818715;4043.06;842223;2609084600;714;27.72789284;2019;2018;2017;2016;2015;2014;2013;2012
KR7005930003;KR;2016;2647296;208847.85;15435032;21706765;5285.40;688470;2241565500;889;26.00654588;;;;;;;;
KR7006400006;KR;2020;43284;38659.68;1194662;1982347;105.58;14615;57472349;278;33.76624088;2019;2018;2017;2016;2015;2014;2013;2012
KR7006400006;KR;2016;-70738;6111.02;887741;1233674;219.29;4983;-87020908;-559;#N/B;;;;;;;;
KR7017670001;KR;2020;72275;15627.23;2149050;4410103;40.91;18753;63381300;136;25.94651263;2019;2018;2017;2016;2015;2014;2013;2012
KR7017670001;KR;2016;180672;13095.26;1289359;2591295;317.10;37583;165912700;554;20.80196018;;;;;;;;
KR7017670001;KR;2018;361281;17358.77;1978138;3797196;357.85;76689;311208400;821;21.22699238;;;;;;;;
KR7017670001;KR;2019;61007;15051.65;1950060;3908718;293.03;25748;87393200;200;42.20459957;;;;;;;;
KR7017670001;KR;2017;301037;17610.24;1629407;3122569;509.80;65957;258298900;798;21.910063;;;;;;;;
NL0012969182;NL;2020;36842;70756.22;149045;508808;82.04;7086;26102;771;19.23417291;2019;2018;2017;2016;2015;2014;2013;2012
NL0012969182;NL;2016;13220;#N/B;33221;145092;10.81;2464;9723;885;18.64211064;;;;;;;;
NL0013267909;NL;2020;101914;20412.75;703052;1657054;188.10;27473;63700;474;26.95749441;2019;2018;2017;2016;2015;2014;2013;2012
NL0013267909;NL;2016;92036;15796.73;691178;1744873;315.27;25885;53400;329;28.125;;;;;;;;
NL0000009165;NL;2018;310982;50319.02;1660425;4898626;972.11;87419;191300;447;28.1107739;;;;;;;;
NL0000009165;NL;2019;349206;61297.75;1812501;5332773;1034.19;101852;216600;479;29.16666667;;;;;;;;
NL0000009165;NL;2017;319544;59518.50;1599586;5124294;886.56;85159;193500;469;26.65019414;;;;;;;;
NL0013267909;NL;2018;65240;20619.95;1352804;2176558;193.48;13921;40000;226;21.33815552;;;;;;;;
NL0013267909;NL;2019;85623;19985.90;712787;1496966;205.94;25743;51700;319;30.06535948;;;;;;;;
NL0013267909;NL;2017;84257;22150.38;704269;1969792;381.24;28537;43900;266;33.86880857;;;;;;;;
NL0000009538;NL;2018;177552;32323.38;1381840;2974362;355.10;22769;130300;508;12.82392027;;;;;;;;
NL0000009538;NL;2019;171021;43525.14;1414013;3032546;406.29;37719;118600;447;22.05497382;;;;;;;;
NL0000009538;NL;2017;155768;35077.87;1440840;3039825;320.33;39365;81400;283;25.27154236;;;;;;;;
NL0000009165;NL;2020;21432;64257.71;1638578;5324278;853.84;27929;-20400;-45;130.3191489;2019;2018;2017;2016;2015;2014;2013;2012
NL0000009165;NL;2016;250222;42818.05;1396278;4204972;828.54;74447;154000;383;29.75243148;;;;;;;;
NL0012015705;NL;2020;-16986;16818.08;1028638;1278610;37.62;570;-17000;-280;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
NL0012015705;NL;2016;-3004;1070.37;19803;25029;1.37;400;-3089;-1956;#N/B;;;;;;;;
NL0000009082;NL;2020;73300;12772.05;260004;1478048;0.00;10032;55100;452;13.68584759;2019;2018;2017;2016;2015;2014;2013;2012
NL0000009082;NL;2016;51659;12643.73;264953;1554280;55.31;10619;31200;192;20.55674518;;;;;;;;
NL0012969182;NL;2018;19432;16016.83;66578;212673;25.52;3960;13115;875;20.37763342;;;;;;;;
NL0010773842;NL;2018;136497;13307.15;2612098;25519223;64.89;61819;105900;47;45.28954192;;;;;;;;
NL0012969182;NL;2019;33004;24666.43;103083;292857;59.90;6782;23428;1048;20.54856771;;;;;;;;
NL0010773842;NL;2019;202584;12226.76;3453708;27794109;-41.41;49695;190300;81;24.53038674;;;;;;;;
NL0012969182;NL;2017;10402;#N/B;46804;136555;46.87;2359;7131;568;22.68064712;;;;;;;;
NL0010773842;NL;2017;239686;14492.64;2727977;27159933;139.86;44215;205800;104;18.44705882;;;;;;;;
NL0010773842;NL;2020;225373;13496.37;4494221;32139599;284.99;43889;173400;68;19.47395043;2019;2018;2017;2016;2015;2014;2013;2012
NL0010773842;NL;2016;120133;11004.00;2393755;17748172;217.92;30199;115500;70;25.13812155;;;;;;;;
NL0012015705;NL;2018;-4153;2905.01;15870;47680;5.90;-2520;-1402;-456;#N/B;;;;;;;;
NL0012015705;NL;2019;-9861;5647.49;124530;189036;3.04;3065;-11549;-1099;#N/B;;;;;;;;
NL0012015705;NL;2017;-4224;2638.35;17985;23766;1.61;495;-4202;-1931;#N/B;;;;;;;;
NL0000009538;NL;2020;139077;48485.02;1452354;3416763;444.59;24167;99100;361;17.37704918;2019;2018;2017;2016;2015;2014;2013;2012
NL0000009538;NL;2016;113164;28215.26;1323289;3403678;326.33;22456;78800;249;19.84359726;;;;;;;;
NL0013654783;NL;2020;-19300;112622.98;2910000;3577100;110.00;7500;339421;1095;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
NL0013654783;NL;2016;;#N/B;;;#N/B;;;;#N/B;;;;;;;;
NL0000395903;NL;2018;104762;16013.62;257666;976707;243.03;27606;65600;771;26.35135135;;;;;;;;
NL0000395903;NL;2019;95696;19461.80;267155;984994;218.25;21154;66900;773;22.10526316;;;;;;;;
NL0000395903;NL;2017;81437;14690.08;267538;1017918;175.96;10039;63600;735;12.32686981;;;;;;;;
NL0013654783;NL;2018;810200;#N/B;2408257;3159775;69.00;3900;982789;4632;0.481362627;;;;;;;;
NL0013654783;NL;2019;109700;#N/B;2725000;3299100;101.00;25800;373164;1355;23.51868733;;;;;;;;
NL0013654783;NL;2017;-150800;#N/B;1125400;1790900;61.00;1100;49598;;#N/B;;;;;;;;
NL0000009082;NL;2018;61819;12278.11;214569;1486667;10.62;26426;23400;175;42.7480916;;;;;;;;
NL0000009082;NL;2019;74878;12391.78;225735;1381124;7.83;5484;61200;484;7.324364723;;;;;;;;
NL0000009082;NL;2017;57299;14643.99;287351;1654222;14.66;13422;33900;238;23.42519685;;;;;;;;
NL0000395903;NL;2020;106132;22176.09;255355;1021664;251.93;24623;72100;842;23.20085929;2019;2018;2017;2016;2015;2014;2013;2012
NL0000395903;NL;2016;72235;10444.77;276450;932293;119.47;18252;48900;577;25.26799387;;;;;;;;
SE0011166610;SE;2020;204156;62360.50;647972;1421629;492.25;43912;1477900;1275;21.50915283;2019;2018;2017;2016;2015;2014;2013;2012
SE0011166610;SE;2016;219557;37097.35;584561;1316051;833.00;58633;1376800;1223;26.70496861;;;;;;;;
SE0011166610;SE;2018;239508;28793.21;478521;1151655;677.64;51812;1632200;1384;21.63251596;;;;;;;;
SE0011166610;SE;2019;227853;48572.38;568643;1228634;581.47;53158;1652200;1522;23.32993134;;;;;;;;
SE0011166610;SE;2017;205872;52507.06;739139;1632745;855.24;57710;1263900;998;28.03206914;;;;;;;;
SE0012853455;SE;2020;35476;24414.81;154510;198545;40.36;3238;296747;1895;9.12596401;2019;2018;2017;2016;2015;2014;2013;2012
SE0012853455;SE;2016;1538;#N/B;-3259;25230;11.39;1471;568;;95.68345324;;;;;;;;
SE0000108656;SE;2020;298868;39568.28;1055385;3330719;468.56;104175;1748300;633;34.85641585;2019;2018;2017;2016;2015;2014;2013;2012
SE0000108656;SE;2016;46661;19251.19;1539055;3157574;724.15;24890;171600;60;53.3416771;;;;;;;;
SE0009922164;SE;2020;170629;22620.21;661816;1883033;425.54;44032;1022800;645;25.80542468;2019;2018;2017;2016;2015;2014;2013;2012
SE0009922164;SE;2016;93625;#N/B;365498;1257997;441.73;45913;380000;331;49.03942116;;;;;;;;
SE0012673267;SE;2020;34049;21582.89;333561;387757;7.43;1603;298659;1641;4.707347614;2019;2018;2017;2016;2015;2014;2013;2012
SE0012673267;SE;2016;3831;1027.49;6739;10897;0.62;320;30061;3914;8.34536529;;;;;;;;
SE0000103699;SE;2020;86592;33498.15;726152;1309639;186.04;15378;648583;592;17.75934702;2019;2018;2017;2016;2015;2014;2013;2012
SE0000103699;SE;2016;78971;12914.63;482738;834740;101.88;15011;542974;755;19.00826446;;;;;;;;
SE0000107419;SE;2020;557321;55874.78;5623540;6963209;137.21;5030;5279000;969;0.902534113;2019;2018;2017;2016;2015;2014;2013;2012
SE0000107419;SE;2016;392465;28649.80;3303139;4073575;51.04;5291;3366500;952;1.34813404;;;;;;;;
SE0000108656;SE;2018;-17481;28977.44;981045;3067692;#N/B;55317;-653000;-243;#N/B;;;;;;;;
SE0000103699;SE;2018;106461;16701.53;606475;1107038;180.86;19371;749323;820;18.19592199;;;;;;;;
SE0000108656;SE;2019;96158;28876.48;881942;2979335;551.56;73168;222300;81;76.09101902;;;;;;;;
SE0000103699;SE;2019;96849;20612.87;680662;1189917;193.85;17539;743746;710;18.10932625;;;;;;;;
SE0000108656;SE;2017;-421203;21598.45;1183939;3255548;#N/B;-41263;-3257600;-1177;#N/B;;;;;;;;
SE0000103699;SE;2017;83129;18089.29;551467;1034297;129.49;7411;639898;797;8.914518318;;;;;;;;
SE0000107419;SE;2018;-8287;32411.88;3694039;4697237;157.92;15918;-225200;-55;#N/B;;;;;;;;
FI4000297767;SE;2018;451726;33490.60;3674655;63056492;1208.06;102874;3151263;56;22.77357012;;;;;;;;
SE0012853455;SE;2018;15148;#N/B;37861;60107;15.69;885;124100;3046;5.841121495;;;;;;;;
SE0000148884;SE;2018;311858;21014.50;1678226;28959613;578.00;47720;2313400;90;15.30183534;;;;;;;;
SE0007100599;SE;2018;253001;21556.02;1604460;33591520;586.85;53513;1735400;60;21.15113796;;;;;;;;
SE0000242455;SE;2018;293354;24907.07;1549722;25334196;750.63;61765;2116200;95;21.05469362;;;;;;;;
SE0000107419;SE;2019;1078919;41793.96;4493951;5534903;170.92;14883;10122600;2166;1.379431964;;;;;;;;
FI4000297767;SE;2019;230901;32847.70;3450565;62321315;913.31;63909;1608414;28;27.67813863;;;;;;;;
SE0012853455;SE;2019;18053;11086.36;121432;160394;11.53;1332;158194;1555;7.377557347;;;;;;;;
SE0000148884;SE;2019;261815;20349.02;1663275;30516321;510.86;49860;2017700;74;19.04396625;;;;;;;;
SE0007100599;SE;2019;230052;21342.14;1707330;32791910;562.87;51488;1692200;56;22.38099614;;;;;;;;
SE0000242455;SE;2019;249438;16659.19;1480689;25726047;632.21;49797;1969700;85;19.96355623;;;;;;;;
SE0000107419;SE;2017;516841;34944.12;4107017;4993722;60.87;2856;4431800;1138;0.552636347;;;;;;;;
FI4000297767;SE;2017;448354;48952.18;3890352;69853538;1071.54;107154;2920542;50;23.89937107;;;;;;;;
SE0012853455;SE;2017;9960;#N/B;13701;34427;13.99;1365;73423;2873;13.70328426;;;;;;;;
SE0000148884;SE;2017;243449;25488.43;1725032;31229411;533.79;53403;1619700;63;21.93585613;;;;;;;;
SE0007100599;SE;2017;245954;26642.60;1729380;33795139;669.93;57628;1609900;60;23.43058398;;;;;;;;
SE0000242455;SE;2017;275921;26917.53;1628971;27024562;434.76;60613;1935000;89;21.96767214;;;;;;;;
FI4000297767;SE;2020;337888;32986.18;4035635;67613618;1125.15;79570;2348371;41;23.54925776;2019;2018;2017;2016;2015;2014;2013;2012
FI4000297767;SE;2016;509957;45011.10;3418339;64958043;1053.10;95022;3566787;60;18.63340564;;;;;;;;
SE0000667891;SE;2018;204753;17876.64;655549;1341947;342.27;53398;1322400;1166;26.07914679;;;;;;;;
SE0000667891;SE;2019;128334;24475.20;660652;1286426;380.32;36172;874400;730;28.18548719;;;;;;;;
SE0000667891;SE;2017;198252;22015.91;594736;1317166;288.67;44248;1322600;1247;22.31931979;;;;;;;;
SE0000667891;SE;2020;122372;30746.59;792458;1450560;382.19;27345;876700;732;22.34552557;2019;2018;2017;2016;2015;2014;2013;2012
SE0000667891;SE;2016;109206;15561.42;431466;1147656;192.72;29527;687800;667;27.03743316;;;;;;;;
SE0000115446;SE;2018;356533;26587.01;1391621;5524693;785.91;77982;2489700;540;21.87228007;;;;;;;;
SE0000115446;SE;2019;475377;34082.57;1480539;5710172;993.71;109254;3586100;700;22.9826785;;;;;;;;
SE0000115446;SE;2017;311343;37894.86;1292959;5272110;556.97;79811;2048400;489;25.63447005;;;;;;;;
SE0000148884;SE;2020;214868;22244.69;2093662;37021778;477.15;44542;1574600;53;20.73010416;2019;2018;2017;2016;2015;2014;2013;2012
SE0000148884;SE;2016;171098;22813.04;1551813;28847125;368.97;49628;1061800;42;29.00539286;;;;;;;;
SE0009922164;SE;2018;109634;17238.02;531714;1740002;283.42;12068;788600;523;11.00744313;;;;;;;;
SE0009922164;SE;2019;137202;22643.50;578194;1733727;119.44;29893;921600;582;21.78736518;;;;;;;;
SE0009922164;SE;2017;123545;19987.27;516507;1795615;347.78;22686;811600;621;18.36270608;;;;;;;;
SE0007100599;SE;2020;204014;19914.69;2087829;38176791;837.72;46063;1455400;47;22.57841206;2019;2018;2017;2016;2015;2014;2013;2012
SE0007100599;SE;2016;240697;27093.05;1501167;28923452;647.53;51403;1623100;63;21.35578416;;;;;;;;
SE0000242455;SE;2020;175975;19654.46;1889401;31593622;470.52;41837;1292900;52;23.77454007;2019;2018;2017;2016;2015;2014;2013;2012
SE0000242455;SE;2016;248710;26935.06;1425654;23712689;418.49;49160;1953900;91;19.7661313;;;;;;;;
SE0000310336;SE;2020;72039;12302.15;-95147;184535;217.93;19077;488800;3326;26.48167697;2019;2018;2017;2016;2015;2014;2013;2012
SE0000310336;SE;2016;67836;5891.08;-15036;169397;80.94;10103;512300;3386;14.89325069;;;;;;;;
SE0012673267;SE;2018;10538;2067.13;18550;27511;3.44;692;85669;4195;6.566956989;;;;;;;;
SE0012673267;SE;2019;17603;5471.35;31531;48734;5.92;845;158539;4529;4.79805687;;;;;;;;
SE0012673267;SE;2017;7519;2550.33;13195;20094;3.35;512;59865;4544;6.802772111;;;;;;;;
SE0000310336;SE;2018;52042;6702.18;-63288;157763;110.11;10953;357800;2615;21.04681979;;;;;;;;
SE0000310336;SE;2019;53433;8418.57;-67557;152088;93.86;12314;389500;2760;23.04648863;;;;;;;;
SE0000310336;SE;2017;50827;6944.04;-51322;163371;71.52;11144;340000;2364;21.92538001;;;;;;;;
SE0000115446;SE;2020;262560;47985.46;1769183;6330299;535.27;63478;1931900;366;24.17659715;2019;2018;2017;2016;2015;2014;2013;2012
SE0000115446;SE;2016;222781;23792.50;1057405;4471226;492.77;70172;1314700;334;31.49837475;;;;;;;;
TW0001326007;TW;2018;155625;19928.61;1203139;1924394;244.73;26346;4734902;814;16.92931586;;;;;;;;
TW0001303006;TW;2018;117215;19480.66;1222215;1855254;236.95;29403;5274602;947;25.08480159;;;;;;;;
TW0001301000;TW;2018;109479;20917.46;1156808;1631627;171.85;25014;4954954;1014;22.84821368;;;;;;;;
TW0001326007;TW;2019;90226;17072.72;1189294;1836571;231.29;12492;2849799;499;13.84504488;;;;;;;;
TW0001303006;TW;2019;48039;19260.23;1149454;1850348;151.85;11256;2307612;410;23.43058651;;;;;;;;
TW0001301000;TW;2019;88912;21192.95;1164737;1658231;232.40;15835;3732416;748;17.80965597;;;;;;;;
TW0001326007;TW;2017;219267;20191.81;1201908;1923237;210.97;21927;5441080;974;10.00037283;;;;;;;;
TW0001303006;TW;2017;102534;20760.83;1164786;1828289;189.58;28930;5452102;1008;28.21525202;;;;;;;;
TW0001301000;TW;2017;180472;21113.25;1159367;1599782;56.54;18149;4938285;1060;10.05656328;;;;;;;;
TW0002882008;TW;2020;318227;19802.09;3178380;38943747;248.24;19214;7457946;71;6.037920097;2019;2018;2017;2016;2015;2014;2013;2012
TW0002882008;TW;2016;151880;18788.88;1620218;25218643;84.81;6652;4761881;61;4.379746424;;;;;;;;
TW0002002003;TW;2020;7420;13577.44;1043843;2263801;41.64;1733;88587;14;23.356959;2019;2018;2017;2016;2015;2014;2013;2012
TW0002002003;TW;2016;69961;11791.41;938781;2097868;69.03;8409;1603837;237;12.0189563;;;;;;;;
TW0002412004;TW;2020;144639;30093.31;1345046;1802185;266.65;27596;3340613;679;19.07904781;2019;2018;2017;2016;2015;2014;2013;2012
TW0002412004;TW;2016;151624;24430.82;1131601;1387361;279.78;25279;4006701;890;16.67194446;;;;;;;;
TW0001326007;TW;2020;71279;17631.56;1225546;1892734;58.06;10914;1954463;361;15.31129053;2019;2018;2017;2016;2015;2014;2013;2012
TW0001326007;TW;2016;110552;17457.79;992865;1689275;158.60;18322;4383305;829;16.57302254;;;;;;;;
TW0001301000;TW;2020;64371;21839.90;1183487;1705746;77.11;14028;2003620;410;21.7923122;2019;2018;2017;2016;2015;2014;2013;2012
TW0001301000;TW;2016;135854;17618.42;971394;1413839;120.26;13709;3939254;896;10.09132046;;;;;;;;
TW0002881000;TW;2020;347501;17026.87;2715029;32841539;213.69;41285;9027245;102;11.88059951;2019;2018;2017;2016;2015;2014;2013;2012
TW0002881000;TW;2016;165105;16193.92;1324334;19652093;178.30;18931;4842105;79;11.46577669;;;;;;;;
TW0002317005;TW;2020;467478;45386.10;4616974;13076644;895.77;105781;10179481;291;22.62795095;2019;2018;2017;2016;2015;2014;2013;2012
TW0002317005;TW;2016;611217;45267.42;3347139;8042579;1300.20;144470;14866298;607;23.63638367;;;;;;;;
TW0002454006;TW;2018;77369;11824.91;888005;1310590;94.80;9647;2076050;521;12.46914795;;;;;;;;
TW0002454006;TW;2019;87666;23403.01;1043301;1530179;99.41;12367;2303272;535;14.10723555;;;;;;;;
TW0002454006;TW;2017;89293;15546.63;873067;1326728;151.24;10411;2433260;636;11.65960097;;;;;;;;
TW0002454006;TW;2020;160409;42065.42;1323346;1900158;118.76;20867;4091680;824;13.00846903;2019;2018;2017;2016;2015;2014;2013;2012
TW0002454006;TW;2016;82313;10575.56;759499;1150243;69.10;9868;2370060;657;11.98773379;;;;;;;;
TW0002886009;TW;2020;99680;14423.61;1162321;13724737;62.62;14647;2501797;66;14.69379959;2019;2018;2017;2016;2015;2014;2013;2012
TW0002886009;TW;2016;85852;9705.42;905971;10300634;140.37;16974;2245618;67;19.77136399;;;;;;;;
TW0002886009;TW;2018;102074;11481.78;1022358;11523765;52.87;9904;2810916;79;9.702840509;;;;;;;;
TW0002882008;TW;2018;181052;19210.43;1690898;29990438;409.88;12524;5146724;57;6.917309142;;;;;;;;
TW0002881000;TW;2018;185226;15664.87;1494106;25056095;449.62;32812;4772886;65;17.71465856;;;;;;;;
TW0002886009;TW;2019;108735;13882.46;1081033;12287914;81.00;15202;2895624;80;13.98115576;;;;;;;;
TW0002882008;TW;2019;224530;18692.66;2574465;33549124;130.18;21667;6275729;65;9.649975846;;;;;;;;
TW0002881000;TW;2019;210719;15840.12;2027468;28463505;171.05;19072;5849726;72;9.050691445;;;;;;;;
TW0002886009;TW;2017;95549;10991.01;1001577;11920267;107.97;11674;2573452;75;12.21805768;;;;;;;;
TW0002882008;TW;2017;191757;22586.21;2009250;29690786;281.09;9737;5630674;66;5.078003261;;;;;;;;
TW0002881000;TW;2017;188539;17435.14;1641318;23205929;321.73;13261;5412246;82;7.033377344;;;;;;;;
TW0001303006;TW;2020;80811;20294.19;1226482;2080975;53.65;12055;2570905;451;14.91797852;2019;2018;2017;2016;2015;2014;2013;2012
TW0001303006;TW;2016;81476;17520.70;1022235;1666775;85.11;15919;4884027;929;19.53813078;;;;;;;;
TW0002002003;TW;2018;105243;12161.57;1018018;2194510;135.96;13382;2445415;364;12.71489256;;;;;;;;
TW0002002003;TW;2019;39441;12289.32;1009302;2223812;225.43;7994;880956;131;20.26780171;;;;;;;;
TW0002002003;TW;2017;77993;12824.49;1021591;2243782;91.96;9769;1690559;252;12.52594235;;;;;;;;
TW0002303005;TW;2018;9458;4371.60;670429;1186209;33.01;-1521;707299;186;-16.08123839;;;;;;;;
TW0002317005;TW;2018;510769;31928.78;3942735;11000929;1397.51;134030;12906511;380;26.24080516;;;;;;;;
TW0002303005;TW;2019;14842;6433.77;689877;1234905;20.01;-1272;970761;264;-8.568392173;;;;;;;;
TW0002317005;TW;2019;466617;41986.35;4136453;11078299;1446.70;102524;11530874;344;21.97171618;;;;;;;;
TW0002303005;TW;2017;24723;5832.98;710750;1324325;58.08;3836;962873;247;15.51769204;;;;;;;;
TW0002317005;TW;2017;565551;55430.20;3639705;11449559;1316.26;156127;13873440;463;27.60620431;;;;;;;;
TW0001216000;TW;2018;107610;12903.17;346015;1324625;399.05;27734;1744202;424;25.77255233;;;;;;;;
TW0001216000;TW;2019;107703;14064.30;361665;1592739;280.11;25600;1900726;430;23.76935914;;;;;;;;
TW0001216000;TW;2017;234143;12601.88;403499;1393402;215.95;54310;3984485;1005;23.19518046;;;;;;;;
TW0002412004;TW;2018;147498;28519.10;1225111;1520216;361.18;28263;3550162;773;19.16161853;;;;;;;;
TW0002412004;TW;2019;133562;28465.80;1254663;1592749;272.36;25834;3278855;694;19.34197905;;;;;;;;
TW0002412004;TW;2017;156429;27632.09;1226144;1515947;190.31;26146;3887391;866;16.71462756;;;;;;;;
TW0001216000;TW;2020;117428;13649.94;407303;1762896;249.23;25938;2154241;443;22.0885767;2019;2018;2017;2016;2015;2014;2013;2012
TW0001216000;TW;2016;79549;9414.49;292922;1174673;160.03;21168;1452672;374;26.61029795;;;;;;;;
TW0002303005;TW;2020;72198;20844.80;838706;1343570;0.63;2533;2918949;781;3.50813358;2019;2018;2017;2016;2015;2014;2013;2012
TW0002303005;TW;2016;15617;4323.86;667125;1199712;72.00;3050;831566;230;19.52772342;;;;;;;;
US88579Y1010;US;2020;679500;100984.86;1286700;4734400;1351.00;133700;544900;1185;19.67623252;2019;2018;2017;2016;2015;2014;2013;2012
US88579Y1010;US;2016;705300;106557.41;1029800;3290600;1888.00;199500;505000;1535;28.28583581;;;;;;;;
US00507V1098;US;2020;261600;71887.22;1503700;2310900;806.00;41900;219700;1023;16.01681957;2019;2018;2017;2016;2015;2014;2013;2012
US00507V1098;US;2016;110600;26919.52;911900;1745200;121.00;14000;96200;588;12.65822785;;;;;;;;
US0970231058;US;2018;1160400;183064.28;33900;11735900;1326.00;114400;1045300;910;9.858669424;;;;;;;;
US8936411003;US;2018;98556;19633.00;-180847;1219747;129.25;2402;90539;817;2.437301952;;;;;;;;
US2473617023;US;2018;515100;33929.23;1368700;6026600;#N/B;121600;393500;691;23.60706659;;;;;;;;
US0970231058;US;2019;-225900;183373.16;-861700;13362500;837.00;-162300;-63600;-51;#N/B;;;;;;;;
US8936411003;US;2019;106287;27836.05;-289491;1625473;215.15;22199;72832;512;20.88562517;;;;;;;;
US2473617023;US;2019;619800;37589.29;1535800;6453200;#N/B;143100;476700;764;23.08809293;;;;;;;;
US0970231058;US;2017;1010700;174303.26;165600;11236200;896.00;164900;845200;835;16.31542495;;;;;;;;
US8936411003;US;2017;83743;13277.04;-295120;997566;185.30;20889;46928;453;24.94405503;;;;;;;;
US2473617023;US;2017;550000;39603.09;1253000;5367100;#N/B;229500;320500;569;41.72727273;;;;;;;;
US00751Y1064;US;2020;65102;10452.52;355951;1183964;146.07;15799;49302;427;24.26887245;2019;2018;2017;2016;2015;2014;2013;2012
US00751Y1064;US;2016;73884;12472.43;291619;831503;225.33;27921;45768;557;37.79098175;;;;;;;;
US0010551028;US;2020;415900;30793.43;3355900;17229600;800.00;-61900;477800;289;-14.88338543;2019;2018;2017;2016;2015;2014;2013;2012
US0010551028;US;2016;406700;28244.38;2048200;13079700;1526.00;140800;265900;212;34.62011311;;;;;;;;
